Make:,Model:,Year:,Mileage:,VIN:,Price:,Dealer Name:,Dealer Address:,Dealer's Price:,MSRP:,Location:,Transmission:,Interior Color:,Est. Gas Mileage*:,Battery Performance:,Engine:,Drivetrain:,Fuel Type:,Condition:,Cabin Size:,NHTSA Overall Safety Rating:
,Wrangler,,0 miles,1C4JJXP64NW205281,"$57,475",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338","$57,475","$58,975","Humble, TX
22 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP65NW197997,"$57,880",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338","$57,880","$59,380","Humble, TX
22 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP66NW227976,"$57,975",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338","$57,975","$59,475","Humble, TX
22 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP62NW227974,"$57,975",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338","$57,975","$59,475","Humble, TX
22 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,10 miles,1C4JJXP65NW114696,"$58,230",Ron Carter Chrysler Jeep Dodge of League City,"3535 Gulf Freeway South<br>Dickinson, TX 77539","$58,230",Not Provided,"Dickinson, TX
21 mi away",8-Speed Automatic,,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP67NW197998,"$58,275",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338","$58,275","$59,775","Humble, TX
22 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,11 miles,1C4JJXP66NW227931,"$58,380",Ron Carter Chrysler Jeep Dodge of League City,"3535 Gulf Freeway South<br>Dickinson, TX 77539","$58,380",Not Provided,"Dickinson, TX
21 mi away",8-Speed Automatic,,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,10 miles,1C4JJXP63NW114695,"$58,625",Ron Carter Chrysler Jeep Dodge of League City,"3535 Gulf Freeway South<br>Dickinson, TX 77539","$58,625",Not Provided,"Dickinson, TX
21 mi away",8-Speed Automatic,,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP64NW278232,"$58,885",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338","$58,885","$60,385","Humble, TX
22 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP60NW279829,"$58,970",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338","$58,970","$60,470","Humble, TX
22 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,25 miles,1C4JJXP60NW177883,"$59,026",Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331","$58,580","$58,580","Lamesa, TX
445 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,1 miles,1C4JJXP6XNW198191,"$59,070",Big Star Chrysler Jeep Dodge RAM Fiat Clear Lake,"15711 Gulf Fwy<br>Webster, TX 77598","$59,070","$59,070","Webster, TX
11 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,1 miles,1C4JJXP61NW198189,"$59,070",Big Star Chrysler Jeep Dodge RAM Fiat Clear Lake,"15711 Gulf Fwy<br>Webster, TX 77598","$59,070","$59,070","Webster, TX
11 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP66NW218825,"$59,230",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338","$59,230","$60,730","Humble, TX
22 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,---,1C4JJXP63NW198467,"$59,350",Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375","$59,350","$59,350","Tomball, TX
30 mi away",8-Speed Automatic,White (Clx9),"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,10 miles,1C4JJXP69NW229317,"$59,480",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578","$59,480","$57,480","Manvel, TX
12 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP61NW179058,"$59,675",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098","$59,675","$59,675","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,2 miles,1C4JJXP63NW136907,"$59,770",Northwest Chrysler Jeep Dodge,"19616 Northwest Fwy<br>Houston, TX 77065","$59,770","$59,770","Houston, TX
24 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP69NW276427,"$59,870",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098","$59,870","$59,870","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Dark Saddle/Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP66NW198186,"$60,070",Bayway Chrysler Dodge Jeep Ram,"4000 Pasadena Fwy<br>Pasadena, TX 77503","$60,070","$60,070","Pasadena, TX
12 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP6XNW179060,"$60,070",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098","$60,070","$60,070","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP63NW179059,"$60,070",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098","$60,070","$60,070","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP66NW179055,"$60,070",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098","$60,070","$60,070","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Dark Saddle/Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP6XNW179057,"$60,070",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098","$60,070","$60,070","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP64NW179054,"$60,070",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098","$60,070","$60,070","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Dark Saddle/Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP68NW179056,"$60,070",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098","$60,070","$60,070","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Dark Saddle/Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,11 miles,1C4JJXP64NW198395,"$60,080",Momentum Chrysler Dodge Jeep Ram,"3704 NE I 10 Frontage Rd<br>Sealy, TX 77474","$60,080","$60,080","Sealy, TX
48 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,10 miles,1C4JJXP67NW229509,"$60,250",Bayway Chrysler Dodge Jeep Ram,"4000 Pasadena Fwy<br>Pasadena, TX 77503","$60,250","$60,250","Pasadena, TX
12 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,5 miles,1C4JJXP63NW229314,"$60,280",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578","$60,280","$58,280","Manvel, TX
12 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,10 miles,1C4JJXP60NW229321,"$60,280",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578","$60,280","$58,280","Manvel, TX
12 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,10 miles,1C4JJXP61NW229313,"$60,280",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578","$60,280","$58,280","Manvel, TX
12 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,5 miles,1C4JJXP60NW229318,"$60,280",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578","$60,280","$58,280","Manvel, TX
12 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,5 miles,1C4JJXP69NW229320,"$60,280",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578","$60,280","$58,280","Manvel, TX
12 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP67NW268021,"$60,355",Texan Chrysler Dodge Jeep Ram,"18555 Highway 59 North<br>Humble, TX 77338","$60,355","$61,855","Humble, TX
22 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP6XNW229956,"$60,645",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098","$60,645","$60,645","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP68NW229955,"$60,645",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098","$60,645","$60,645","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP69NW272149,"$60,730",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098","$60,730","$60,730","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,1 miles,1C4JJXP6XNW205396,"$60,770",Big Star Chrysler Jeep Dodge RAM Fiat Clear Lake,"15711 Gulf Fwy<br>Webster, TX 77598","$60,770","$60,770","Webster, TX
11 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP62NW229255,"$60,940",Gillman Jeep,"10575 W Sam Houston Pkwy S<br>Houston, TX 77099","$60,940","$60,940","Houston, TX
13 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,---,1C4JJXP69NW278551,"$61,860",Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375","$61,860","$61,860","Tomball, TX
30 mi away",8-Speed Automatic,Gray (Clx9),"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,5 miles,1C4JJXP60NW213734,"$61,965",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578","$61,965","$59,965","Manvel, TX
12 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,10 miles,1C4JJXP69NW213733,"$61,965",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578","$61,965","$59,965","Manvel, TX
12 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXR68NW198655,"$62,325",Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,"12111 Katy Fwy<br>Houston, TX 77079","$62,325","$65,725","Houston, TX
18 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,15 miles,1C4JJXP65NW153563,"$62,381",Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331","$61,935","$61,935","Lamesa, TX
445 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,5 miles,1C4JJXP62NW229319,"$62,480",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578","$62,480","$57,480","Manvel, TX
12 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,---,1C4JJXP62NW279752,"$62,860",Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375","$62,860","$62,860","Tomball, TX
30 mi away",8-Speed Automatic,Black (Clx9),"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,10 miles,1C4JJXP61NW213709,"$63,075",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578","$63,075","$61,075","Manvel, TX
12 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,---,1C4JJXP63NW206339,"$63,075",Yaklin Chrysler Dodge Jeep Ram of Angleton,"1212 S Velasco St<br>Angleton, TX 77515","$63,075","$63,075","Angleton, TX
36 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXR69NW107831,"$63,170",Gillman Jeep,"10575 W Sam Houston Pkwy S<br>Houston, TX 77099","$63,170","$63,170","Houston, TX
13 mi away",Automatic,,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,5 miles,1C4JJXP68NW213707,"$63,925",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578","$63,925","$61,925","Manvel, TX
12 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,5 miles,1C4JJXP6XNW269759,"$64,550",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578","$64,550","$62,550","Manvel, TX
12 mi away",8-Speed Automatic,Dark Saddle/Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,4 miles,1C4JJXP65NW179192,"$64,900",Crossroads Dodge Chrysler Jeep Ram,"320 Highway 146 Byp<br>Liberty, TX 77575","$64,900","$60,425","Liberty, TX
43 mi away",Automatic,Dark Saddle/Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP64NW274973,"$65,888",Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024","$65,888","$61,165","Houston, TX
11 mi away",8-Speed Automatic Overdrive,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,---,1C4JJXR63NW228340,"$66,560",Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375","$66,560","$66,560","Tomball, TX
30 mi away",8-Speed Automatic,Gray (Alx9),"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,2 miles,1C4JJXR66NW229451,"$67,105",Northwest Chrysler Jeep Dodge,"19616 Northwest Fwy<br>Houston, TX 77065","$67,105","$67,105","Houston, TX
24 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,---,1C4JJXR65NW205559,"$67,560",Tomball Dodge Chrysler Jeep,"23777 Highway 249<br>Tomball, TX 77375","$67,560","$67,560","Tomball, TX
30 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,15 miles,1C4JJXR61NW152861,"$68,381",Premier CDJR of Lamesa,"1611 Lubbock Hwy<br>Lamesa, TX 79331","$67,935","$67,935","Lamesa, TX
445 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXR67NW233797,"$68,885",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098","$68,885","$68,885","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXP6XNW271396,"$69,888",Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024","$69,888","$64,480","Houston, TX
11 mi away",8-Speed Automatic Overdrive,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXR63NW236132,"$70,030",River Oaks Chrysler Jeep Dodge Ram,"4807 Kirby Drive<br>Houston, TX 77098","$70,030","$70,030","Houston, TX
7 mi away",8-Speed Automatic Overdrive,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,2 miles,1C4JJXR6XNW229453,"$71,195",Northwest Chrysler Jeep Dodge,"19616 Northwest Fwy<br>Houston, TX 77065","$71,195","$71,195","Houston, TX
24 mi away",Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,5 miles,1C4JJXR68NW267084,"$72,935",Southfork Chrysler Dodge Jeep Ram,"17725 South Fwy<br>Manvel, TX 77578","$72,935","$70,935","Manvel, TX
12 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXR64NW250458,"$74,888",Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024","$74,888","$70,970","Houston, TX
11 mi away",8-Speed Automatic Overdrive,Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXR68NW107870,"$75,888",Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024","$75,888","$70,055","Houston, TX
11 mi away",8-Speed Automatic Overdrive,Dark Saddle/Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,0 miles,1C4JJXR65NW158825,"$77,888",Helfman Dodge Chrysler Jeep Ram,"7720 Katy Freeway<br>Houston, TX 77024","$77,888","$73,055","Houston, TX
11 mi away",8-Speed Automatic Overdrive,Dark Saddle/Black,,"2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,5 miles,1C4JJXP62NW148918,4WD,DeMontrond Chrysler Dodge Jeep Ram in Conroe,"888 1-45 S.<br>Conroe, TX 77304",No Price Listed,Not Provided,"Conroe, TX
47 mi away",8-Speed Automatic,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Tundra,,5 miles,5TFKB5AA2NX012284,"$38,878",Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373","$38,878","$38,878","Spring, TX
28 mi away",Automatic,White (Ivory),"18 MPG City
24 MPG Highway
20 MPG Combined",,348 hp 3.5L V6,4X2,Gasoline,New,Crew Cab,
,Tundra,,5 miles,5TFKB5AA4NX012271,"$38,878",Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373","$38,878","$38,878","Spring, TX
28 mi away",Automatic,White (Ivory),"18 MPG City
24 MPG Highway
20 MPG Combined",,348 hp 3.5L V6,4X2,Gasoline,New,Crew Cab,
,Tundra,,---,5TFKB5AB8NX011732,"$42,220",Toyota of Katy,"21555 Katy Freeway<br>Katy, TX 77450","$42,220","$42,220","Katy, TX
26 mi away",Automatic,Black (Blk Fabric),"18 MPG City
24 MPG Highway
20 MPG Combined",,348 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFKB5DB1NX038833,"$45,101",Mike Calvert Toyota,"2333 South Loop West<br>Houston, TX 77054","$45,101","$45,101","Houston, TX
5 mi away",Automatic,Black (Blk Fabric),"17 MPG City
23 MPG Highway
19 MPG Combined",,348 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,7 miles,5TFKB5DB8NX039381,"$46,719",Fred Haas Toyota Country,"22435 State Highway 249<br>Houston, TX 77070","$46,719","$46,719","Houston, TX
26 mi away",Automatic,Black,"17 MPG City
23 MPG Highway
19 MPG Combined",,348 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,5 miles,5TFLA5AA6NX012876,"$47,381",Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373","$47,381","$47,381","Spring, TX
28 mi away",Automatic,White (Ivory),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Crew Cab,
,Tundra,,5 miles,5TFLA5AB8NX007963,"$47,976",Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373","$47,976","$47,976","Spring, TX
28 mi away",Automatic,Black,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFLA5BC3NX001849,"$48,905",Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304","$48,905","$48,905","Conroe, TX
45 mi away",Automatic,Fb21/Black,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,5 miles,5TFLA5AB5NX013171,"$50,401",Sterling McCall Toyota Fort Bend,"20465 Southwest Freeway<br>Richmond, TX 77469","$50,401","$48,906","Richmond, TX
23 mi away",Automatic,,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFLA5AB1NX012082,"$48,957",Toyota of Katy,"21555 Katy Freeway<br>Katy, TX 77450","$48,957","$48,957","Katy, TX
26 mi away",Automatic,Black (Blk Fabric),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,5 miles,5TFLA5BC7NX001966,"$48,984",Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373","$48,984","$48,984","Spring, TX
28 mi away",Automatic,White (Ivory),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
